Date,District,Max Temperature (°C),Min Temperature (°C),Avg Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Weather Condition
2023-03-21,Siddipet,35.9,22.2,29.0,46.6,73.1,2.1,Rainy
2023-03-22,Hyderabad,32.1,18.8,25.4,0.0,69.5,11.9,Cloudy
2023-03-22,Warangal,29.0,20.7,24.9,0.0,44.5,7.6,Rainy
2023-03-22,Nizamabad,29.5,15.0,22.3,66.6,54.4,10.8,Partly Cloudy
2023-03-22,Karimnagar,42.0,20.6,31.3,0.0,79.1,6.7,Cloudy
2023-03-22,Khammam,39.1,17.1,28.1,72.1,64.3,9.7,Partly Cloudy
2023-03-22,Adilabad,33.4,27.3,30.3,0.0,43.2,14.9,Rainy
2023-03-22,Mahabubnagar,33.5,23.0,28.2,28.5,51.1,4.1,Cloudy
2023-03-22,Nalgonda,39.7,15.2,27.5,0.0,54.0,4.6,Partly Cloudy
2023-03-22,Medak,40.1,24.9,32.5,0.0,81.4,10.8,Sunny
2023-03-22,Siddipet,29.2,24.8,27.0,0.0,67.0,3.2,Partly Cloudy
2023-03-23,Hyderabad,28.6,21.9,25.2,0.0,65.5,2.3,Sunny
2023-03-23,Warangal,31.0,19.8,25.4,20.7,48.9,13.0,Rainy
2023-03-23,Nizamabad,36.8,21.4,29.1,86.7,64.4,8.4,Cloudy
2023-03-23,Karimnagar,28.3,24.5,26.4,0.0,81.6,10.9,Rainy
2023-03-23,Khammam,29.0,19.1,24.1,0.0,64.5,14.8,Sunny
2023-03-23,Adilabad,34.5,25.0,29.8,0.0,61.8,3.4,Rainy
2023-03-23,Mahabubnagar,31.0,15.2,23.1,28.2,44.9,8.1,Sunny
2023-03-23,Nalgonda,35.9,21.6,28.7,0.0,82.6,3.2,Cloudy
2023-03-23,Medak,40.2,22.8,31.5,115.1,75.3,6.8,Rainy
2023-03-23,Siddipet,29.0,21.3,25.2,0.0,76.6,2.5,Rainy
2023-03-24,Hyderabad,30.0,25.2,27.6,0.0,54.2,11.0,Partly Cloudy
2023-03-24,Warangal,39.0,21.3,30.1,61.7,61.7,14.9,Rainy
2023-03-24,Nizamabad,35.2,27.9,31.6,0.0,51.9,2.0,Sunny
2023-03-24,Karimnagar,29.5,26.6,28.0,0.0,48.7,3.9,Sunny
2023-03-24,Khammam,38.9,20.5,29.7,0.0,69.5,8.2,Partly Cloudy
2023-03-24,Adilabad,41.1,22.5,31.8,0.0,57.1,3.8,Partly Cloudy
2023-03-24,Mahabubnagar,41.5,25.6,33.6,0.0,78.5,6.9,Sunny
2023-03-24,Nalgonda,30.5,18.2,24.4,0.0,42.3,7.9,Partly Cloudy
2023-03-24,Medak,30.5,19.3,24.9,0.0,47.6,2.1,Partly Cloudy
2023-03-24,Siddipet,36.4,25.4,30.9,37.7,42.3,7.1,Partly Cloudy
2023-03-25,Hyderabad,36.8,15.8,26.3,0.0,57.2,3.4,Cloudy
2023-03-25,Warangal,30.3,23.2,26.7,0.0,42.8,9.2,Partly Cloudy
2023-03-25,Nizamabad,32.4,27.4,29.9,71.0,88.1,9.7,Partly Cloudy
2023-03-25,Karimnagar,34.2,16.6,25.4,0.0,88.6,11.4,Partly Cloudy
2023-03-25,Khammam,30.0,15.5,22.7,0.0,53.9,6.7,Sunny
2023-03-25,Adilabad,34.3,22.1,28.2,0.0,63.8,10.6,Cloudy
2023-03-25,Mahabubnagar,30.8,17.6,24.2,0.0,55.0,11.0,Partly Cloudy
2023-03-25,Nalgonda,36.4,23.3,29.8,0.0,71.0,10.5,Rainy
2023-03-25,Medak,37.4,27.0,32.2,0.0,87.6,4.4,Sunny
2023-03-25,Siddipet,39.2,21.0,30.1,105.2,68.2,3.5,Sunny
2023-03-26,Hyderabad,41.6,21.9,31.7,0.0,71.6,10.0,Partly Cloudy
2023-03-26,Warangal,38.5,16.6,27.5,27.0,78.4,11.9,Rainy
2023-03-26,Nizamabad,34.6,15.9,25.2,0.0,47.2,3.0,Rainy
2023-03-26,Karimnagar,29.7,21.0,25.3,0.0,52.4,11.7,Rainy
2023-03-26,Khammam,40.0,16.7,28.3,0.0,70.5,11.0,Partly Cloudy
2023-03-26,Adilabad,30.9,20.9,25.9,0.0,45.1,14.9,Rainy
2023-03-26,Mahabubnagar,39.2,25.2,32.2,0.0,59.7,8.7,Partly Cloudy
2023-03-26,Nalgonda,37.7,26.8,32.2,0.0,41.6,6.3,Sunny
2023-03-26,Medak,40.1,18.3,29.2,17.6,87.4,7.0,Cloudy
2023-03-26,Siddipet,36.7,22.4,29.5,0.0,55.7,12.8,Rainy
2023-03-27,Hyderabad,29.6,21.5,25.6,0.0,74.8,9.7,Cloudy
2023-03-27,Warangal,28.8,19.8,24.3,0.0,86.5,5.5,Cloudy
2023-03-27,Nizamabad,38.6,15.3,26.9,0.0,49.5,11.4,Partly Cloudy
2023-03-27,Karimnagar,39.3,21.1,30.2,0.0,55.1,7.9,Cloudy
2023-03-27,Khammam,35.7,23.6,29.7,63.8,63.1,12.7,Cloudy
2023-03-27,Adilabad,29.6,26.5,28.0,0.0,81.7,5.0,Partly Cloudy
2023-03-27,Mahabubnagar,37.8,15.9,26.8,11.1,46.7,11.6,Sunny
2023-03-27,Nalgonda,41.2,15.7,28.5,93.6,62.0,14.5,Rainy
2023-03-27,Medak,40.2,27.6,33.9,0.0,86.5,3.3,Partly Cloudy
2023-03-27,Siddipet,37.1,25.5,31.3,0.0,44.0,7.3,Cloudy
2023-03-28,Hyderabad,38.1,26.1,32.1,0.0,67.7,12.6,Rainy
2023-03-28,Warangal,39.5,23.7,31.6,0.0,49.9,5.9,Sunny
2023-03-28,Nizamabad,31.3,20.0,25.7,24.8,81.1,6.9,Rainy
2023-03-28,Karimnagar,40.1,18.5,29.3,111.7,61.1,13.5,Rainy
2023-03-28,Khammam,31.5,26.5,29.0,31.0,80.0,14.5,Partly Cloudy
2023-03-28,Adilabad,35.5,21.5,28.5,0.0,65.3,4.8,Cloudy
2023-03-28,Mahabubnagar,29.5,20.1,24.8,0.0,85.9,11.7,Partly Cloudy
2023-03-28,Nalgonda,32.0,22.1,27.1,0.0,66.3,3.4,Cloudy
2023-03-28,Medak,39.6,15.9,27.7,106.5,74.2,12.3,Partly Cloudy
2023-03-28,Siddipet,32.1,22.1,27.1,0.0,82.2,5.6,Partly Cloudy
2023-03-29,Hyderabad,35.1,27.8,31.4,0.0,65.3,2.7,Partly Cloudy
2023-03-29,Warangal,38.7,19.3,29.0,0.0,47.3,6.3,Rainy
2023-03-29,Nizamabad,33.5,26.1,29.8,0.0,47.8,6.3,Partly Cloudy
2023-03-29,Karimnagar,39.1,20.1,29.6,0.0,66.6,6.4,Partly Cloudy
2023-03-29,Khammam,31.1,26.4,28.8,0.0,50.3,14.3,Partly Cloudy
2023-03-29,Adilabad,40.0,22.5,31.2,0.0,47.0,6.0,Cloudy
2023-03-29,Mahabubnagar,28.4,19.8,24.1,77.4,84.5,9.2,Rainy
2023-03-29,Nalgonda,35.1,26.8,31.0,0.0,84.3,7.6,Cloudy
2023-03-29,Medak,37.8,20.6,29.2,0.0,53.9,10.6,Sunny
2023-03-29,Siddipet,41.9,22.2,32.0,107.8,81.3,9.9,Partly Cloudy
2023-03-30,Hyderabad,34.8,24.8,29.8,0.0,82.2,9.2,Partly Cloudy
2023-03-30,Warangal,35.2,27.3,31.3,14.2,43.1,13.3,Rainy
2023-03-30,Nizamabad,32.6,23.5,28.1,0.0,70.2,5.9,Partly Cloudy
2023-03-30,Karimnagar,38.1,23.3,30.7,0.0,62.0,10.6,Sunny
2023-03-30,Khammam,34.1,15.9,25.0,0.0,78.4,11.6,Rainy
2023-03-30,Adilabad,28.1,15.9,22.0,0.0,41.8,8.7,Sunny
2023-03-30,Mahabubnagar,30.4,24.2,27.3,0.0,63.0,12.4,Cloudy
2023-03-30,Nalgonda,31.3,22.5,26.9,0.0,54.9,13.6,Partly Cloudy
2023-03-30,Medak,38.1,23.6,30.9,0.0,69.5,5.7,Partly Cloudy
2023-03-30,Siddipet,38.2,23.0,30.6,0.0,63.9,3.6,Partly Cloudy
2023-03-31,Hyderabad,37.3,15.0,26.1,0.0,86.9,8.8,Cloudy
2023-03-31,Warangal,33.5,22.2,27.9,0.0,58.8,4.6,Partly Cloudy
2023-03-31,Nizamabad,41.6,21.7,31.6,0.0,62.2,3.6,Rainy
2023-03-31,Karimnagar,31.5,26.2,28.8,0.0,75.5,3.3,Sunny
2023-03-31,Khammam,28.0,25.5,26.8,0.0,46.1,14.4,Sunny
2023-03-31,Adilabad,30.6,25.5,28.0,0.0,73.8,8.2,Cloudy
2023-03-31,Mahabubnagar,34.3,20.9,27.6,0.0,73.3,11.7,Cloudy
2023-03-31,Nalgonda,34.8,16.0,25.4,106.3,82.7,9.7,Partly Cloudy
2023-03-31,Medak,30.2,26.9,28.6,0.0,55.2,6.6,Partly Cloudy
2023-03-31,Siddipet,38.5,17.4,27.9,0.0,83.1,2.9,Cloudy
2023-04-01,Hyderabad,35.6,15.3,25.5,0.0,43.2,9.7,Cloudy
2023-04-01,Warangal,34.7,22.7,28.7,55.7,59.3,8.5,Sunny
2023-04-01,Nizamabad,32.6,22.2,27.4,0.0,65.3,10.5,Rainy
2023-04-01,Karimnagar,28.3,24.8,26.5,0.0,66.9,9.8,Partly Cloudy
2023-04-01,Khammam,28.6,26.3,27.5,0.0,82.6,2.8,Partly Cloudy
2023-04-01,Adilabad,28.1,17.9,23.0,0.0,83.3,5.4,Partly Cloudy
2023-04-01,Mahabubnagar,31.2,25.8,28.5,105.7,68.9,6.2,Partly Cloudy
2023-04-01,Nalgonda,40.0,23.7,31.9,18.6,50.7,5.3,Rainy
2023-04-01,Medak,39.4,20.7,30.1,82.3,56.7,11.9,Cloudy
2023-04-01,Siddipet,30.4,26.9,28.6,0.0,89.7,3.8,Partly Cloudy
2023-04-02,Hyderabad,35.7,22.2,29.0,0.0,63.3,9.9,Cloudy
2023-04-02,Warangal,29.5,20.5,25.0,0.0,89.5,13.4,Cloudy
2023-04-02,Nizamabad,33.3,19.0,26.2,0.0,76.7,2.8,Sunny
2023-04-02,Karimnagar,29.3,22.2,25.8,0.0,49.2,9.3,Rainy
2023-04-02,Khammam,31.1,19.8,25.5,91.5,56.9,9.3,Partly Cloudy
2023-04-02,Adilabad,39.2,26.6,32.9,0.0,66.1,9.9,Cloudy
2023-04-02,Mahabubnagar,38.5,16.3,27.4,0.0,46.7,6.7,Sunny
2023-04-02,Nalgonda,31.3,17.0,24.2,23.5,67.8,9.2,Cloudy
2023-04-02,Medak,32.3,26.5,29.4,0.0,72.5,5.9,Cloudy
2023-04-02,Siddipet,31.4,22.9,27.2,0.0,68.1,2.1,Cloudy
2023-04-03,Hyderabad,28.1,23.7,25.9,0.0,84.0,2.7,Rainy
2023-04-03,Warangal,41.8,21.3,31.6,0.0,65.3,8.6,Sunny
2023-04-03,Nizamabad,33.1,21.1,27.1,92.2,43.7,6.4,Sunny
2023-04-03,Karimnagar,38.7,15.3,27.0,0.0,89.7,13.5,Rainy
2023-04-03,Khammam,37.9,26.0,32.0,0.0,89.3,13.5,Rainy
2023-04-03,Adilabad,32.8,26.0,29.4,0.0,82.9,13.5,Partly Cloudy
2023-04-03,Mahabubnagar,34.8,19.7,27.2,0.0,58.5,7.3,Sunny
2023-04-03,Nalgonda,34.6,20.0,27.3,20.2,56.8,13.2,Sunny
2023-04-03,Medak,31.2,25.2,28.2,0.0,40.9,3.4,Cloudy
2023-04-03,Siddipet,41.3,16.6,29.0,0.0,73.4,2.4,Rainy
2023-04-04,Hyderabad,41.4,21.1,31.2,102.4,74.0,13.4,Sunny
2023-04-04,Warangal,40.7,21.9,31.3,64.4,61.8,11.4,Sunny
2023-04-04,Nizamabad,31.6,27.7,29.7,5.6,57.1,12.3,Cloudy
2023-04-04,Karimnagar,35.2,17.5,26.4,92.4,55.3,10.6,Rainy
2023-04-04,Khammam,33.8,15.8,24.8,0.0,76.8,5.6,Cloudy
2023-04-04,Adilabad,36.8,26.2,31.5,0.0,57.5,4.5,Rainy
2023-04-04,Mahabubnagar,32.9,21.7,27.3,0.0,59.6,8.8,Partly Cloudy
2023-04-04,Nalgonda,36.4,21.5,29.0,0.0,81.2,6.0,Partly Cloudy
2023-04-04,Medak,30.1,24.1,27.1,23.0,41.5,9.9,Partly Cloudy
2023-04-04,Siddipet,29.4,17.9,23.6,0.0,66.0,14.3,Partly Cloudy
2023-04-05,Hyderabad,38.5,25.3,31.9,0.0,71.2,8.8,Partly Cloudy
2023-04-05,Warangal,37.6,27.9,32.7,0.0,79.7,9.9,Cloudy
2023-04-05,Nizamabad,29.7,25.0,27.3,0.0,56.7,13.6,Rainy
2023-04-05,Karimnagar,29.0,24.9,27.0,0.0,40.4,9.3,Sunny
2023-04-05,Khammam,39.0,18.3,28.7,0.0,53.3,4.2,Rainy
2023-04-05,Adilabad,33.7,21.3,27.5,67.1,89.4,3.4,Sunny
2023-04-05,Mahabubnagar,36.4,18.7,27.6,0.0,78.9,11.4,Partly Cloudy
2023-04-05,Nalgonda,31.1,15.6,23.3,0.0,46.5,10.5,Sunny
2023-04-05,Medak,34.7,26.9,30.8,0.0,54.1,11.4,Sunny
2023-04-05,Siddipet,35.4,24.4,29.9,37.9,77.5,10.8,Rainy
2023-04-06,Hyderabad,30.3,20.4,25.3,55.6,47.3,2.9,Sunny
2023-04-06,Warangal,34.3,21.1,27.7,82.8,57.5,7.3,Rainy
2023-04-06,Nizamabad,28.3,22.8,25.6,0.0,71.4,9.2,Sunny
2023-04-06,Karimnagar,29.2,15.3,22.3,0.0,89.8,6.3,Sunny
2023-04-06,Khammam,41.2,21.8,31.5,0.0,70.8,10.5,Partly Cloudy
2023-04-06,Adilabad,28.4,26.0,27.2,86.9,59.8,4.1,Sunny
2023-04-06,Mahabubnagar,41.7,21.4,31.5,0.0,80.2,11.0,Sunny
2023-04-06,Nalgonda,29.8,18.6,24.2,0.0,87.7,10.6,Cloudy
2023-04-06,Medak,34.3,23.2,28.8,0.0,58.3,10.2,Sunny
2023-04-06,Siddipet,29.7,15.3,22.5,0.0,89.8,4.8,Partly Cloudy
2023-04-07,Hyderabad,32.5,15.6,24.1,109.3,85.2,14.0,Partly Cloudy
2023-04-07,Warangal,36.3,25.4,30.9,0.0,68.1,9.2,Rainy
2023-04-07,Nizamabad,31.7,15.9,23.8,0.0,55.9,4.3,Sunny
2023-04-07,Karimnagar,41.6,22.9,32.3,13.6,49.8,12.9,Sunny
2023-04-07,Khammam,28.1,19.2,23.7,0.0,89.0,7.5,Cloudy
2023-04-07,Adilabad,36.6,19.8,28.2,0.0,55.8,12.3,Rainy
2023-04-07,Mahabubnagar,29.4,17.4,23.4,0.0,57.8,11.4,Rainy
2023-04-07,Nalgonda,38.7,24.9,31.8,0.0,78.7,9.9,Cloudy
2023-04-07,Medak,40.9,15.2,28.1,0.0,81.1,2.9,Partly Cloudy
2023-04-07,Siddipet,38.6,23.5,31.1,71.2,89.6,5.1,Partly Cloudy
2023-04-08,Hyderabad,41.3,23.0,32.1,43.2,70.1,8.9,Sunny
2023-04-08,Warangal,32.5,26.8,29.7,0.0,44.3,5.0,Cloudy
2023-04-08,Nizamabad,35.3,21.2,28.3,0.0,78.2,10.7,Rainy
2023-04-08,Karimnagar,38.8,23.0,30.9,0.0,54.6,4.0,Rainy
2023-04-08,Khammam,29.6,23.2,26.4,0.0,48.4,10.9,Partly Cloudy
2023-04-08,Adilabad,29.0,25.0,27.0,0.0,72.2,10.2,Sunny
2023-04-08,Mahabubnagar,33.5,23.6,28.6,31.2,74.5,13.9,Partly Cloudy
2023-04-08,Nalgonda,36.8,20.0,28.4,0.0,56.8,14.1,Sunny
2023-04-08,Medak,29.3,15.3,22.3,13.7,51.7,3.4,Sunny
2023-04-08,Siddipet,32.1,27.2,29.6,0.0,77.7,3.7,Sunny
2023-04-09,Hyderabad,38.1,16.5,27.3,0.0,85.4,13.7,Cloudy
2023-04-09,Warangal,40.9,22.5,31.7,0.0,86.2,9.4,Cloudy
2023-04-09,Nizamabad,34.9,18.8,26.9,0.0,41.9,11.8,Cloudy
2023-04-09,Karimnagar,32.4,20.9,26.7,0.0,85.7,12.0,Partly Cloudy
2023-04-09,Khammam,37.5,26.5,32.0,0.0,89.5,10.6,Rainy
2023-04-09,Adilabad,32.5,21.3,26.9,0.0,82.5,12.8,Rainy
2023-04-09,Mahabubnagar,29.4,18.6,24.0,14.2,80.1,5.0,Cloudy
2023-04-09,Nalgonda,40.5,23.3,31.9,0.0,60.9,12.5,Rainy
2023-04-09,Medak,28.8,19.0,23.9,0.0,72.2,9.6,Sunny
2023-04-09,Siddipet,33.3,24.8,29.0,0.0,52.7,6.0,Sunny
2023-04-10,Hyderabad,34.7,18.7,26.7,74.3,73.4,7.3,Sunny
2023-04-10,Warangal,39.5,21.5,30.5,0.0,69.4,4.0,Sunny
2023-04-10,Nizamabad,38.6,26.1,32.4,118.6,78.3,7.5,Rainy
2023-04-10,Karimnagar,37.0,16.8,26.9,0.0,52.2,4.0,Sunny
2023-04-10,Khammam,38.0,15.7,26.9,96.7,65.1,7.9,Cloudy
2023-04-10,Adilabad,39.0,27.1,33.1,0.0,78.5,13.2,Cloudy
2023-04-10,Mahabubnagar,41.1,16.6,28.9,0.0,57.6,2.5,Rainy
2023-04-10,Nalgonda,36.2,23.0,29.6,0.0,57.5,13.4,Cloudy
2023-04-10,Medak,38.5,20.2,29.4,0.0,49.8,6.9,Sunny
2023-04-10,Siddipet,31.2,19.3,25.3,0.0,47.0,14.7,Rainy
2023-04-11,Hyderabad,30.0,22.1,26.1,0.0,84.0,2.9,Sunny
2023-04-11,Warangal,32.4,25.5,29.0,9.8,69.4,11.7,Sunny
2023-04-11,Nizamabad,39.8,17.6,28.7,60.6,67.5,8.9,Partly Cloudy
2023-04-11,Karimnagar,28.2,20.1,24.1,0.0,58.5,9.2,Sunny
2023-04-11,Khammam,32.8,21.0,26.9,0.0,72.1,12.8,Rainy
2023-04-11,Adilabad,31.8,15.3,23.6,95.2,66.9,8.4,Rainy
2023-04-11,Mahabubnagar,37.1,17.3,27.2,0.0,83.1,4.2,Partly Cloudy
2023-04-11,Nalgonda,31.4,22.8,27.1,0.0,83.4,6.2,Rainy
2023-04-11,Medak,32.2,25.4,28.8,0.0,54.0,10.9,Sunny
2023-04-11,Siddipet,31.8,26.5,29.2,106.3,88.8,3.8,Partly Cloudy
2023-04-12,Hyderabad,31.7,16.1,23.9,0.0,85.7,9.5,Rainy
2023-04-12,Warangal,40.8,16.4,28.6,0.0,52.3,12.3,Rainy
2023-04-12,Nizamabad,37.1,24.7,30.9,0.0,43.6,4.4,Rainy
2023-04-12,Karimnagar,33.3,21.7,27.5,0.0,82.6,8.7,Cloudy
2023-04-12,Khammam,40.7,19.8,30.3,0.0,71.2,9.5,Cloudy
2023-04-12,Adilabad,35.5,22.7,29.1,0.0,52.5,8.6,Rainy
2023-04-12,Mahabubnagar,35.5,27.9,31.7,0.0,77.9,5.3,Sunny
2023-04-12,Nalgonda,28.9,27.7,28.3,59.8,73.1,5.0,Sunny
2023-04-12,Medak,32.1,26.2,29.2,37.4,57.4,8.9,Rainy
2023-04-12,Siddipet,35.7,22.4,29.0,91.0,64.6,11.5,Rainy
2023-04-13,Hyderabad,37.1,19.7,28.4,0.0,53.3,4.5,Sunny
2023-04-13,Warangal,31.6,19.3,25.4,0.0,66.3,10.0,Cloudy
2023-04-13,Nizamabad,39.3,22.1,30.7,0.0,73.6,6.9,Sunny
2023-04-13,Karimnagar,40.0,26.3,33.2,0.0,44.7,13.8,Cloudy
2023-04-13,Khammam,33.4,23.7,28.5,0.0,86.9,12.8,Partly Cloudy
2023-04-13,Adilabad,28.7,15.2,21.9,0.0,63.1,3.4,Cloudy
2023-04-13,Mahabubnagar,29.4,17.6,23.5,0.0,83.7,11.3,Rainy
2023-04-13,Nalgonda,35.7,26.7,31.2,0.0,70.1,12.6,Partly Cloudy
2023-04-13,Medak,33.7,17.0,25.3,0.0,64.6,8.9,Sunny
2023-04-13,Siddipet,32.0,18.3,25.2,27.1,57.2,3.9,Partly Cloudy
2023-04-14,Hyderabad,31.2,21.1,26.2,98.2,51.6,7.6,Partly Cloudy
2023-04-14,Warangal,28.9,25.7,27.3,0.0,80.4,12.5,Cloudy
2023-04-14,Nizamabad,29.4,22.0,25.7,0.0,64.4,2.9,Rainy
2023-04-14,Karimnagar,40.3,25.8,33.0,42.5,65.2,12.7,Partly Cloudy
2023-04-14,Khammam,32.3,24.2,28.2,0.0,80.7,11.4,Partly Cloudy
2023-04-14,Adilabad,39.4,24.8,32.1,0.0,43.2,5.2,Partly Cloudy
2023-04-14,Mahabubnagar,37.1,22.5,29.8,0.0,81.7,4.6,Cloudy
2023-04-14,Nalgonda,38.3,17.8,28.0,0.0,43.7,12.8,Sunny
2023-04-14,Medak,38.2,24.0,31.1,0.0,64.3,7.9,Cloudy
2023-04-14,Siddipet,33.6,15.8,24.7,0.0,86.0,11.4,Cloudy
2023-04-15,Hyderabad,40.3,24.3,32.3,0.0,52.0,9.5,Partly Cloudy
2023-04-15,Warangal,37.3,17.6,27.4,0.0,59.7,7.8,Rainy
2023-04-15,Nizamabad,38.0,20.9,29.5,66.4,42.8,11.3,Partly Cloudy
2023-04-15,Karimnagar,39.6,27.0,33.3,0.0,56.0,5.0,Rainy
2023-04-15,Khammam,33.9,22.8,28.3,0.0,60.7,13.8,Cloudy
2023-04-15,Adilabad,31.6,17.8,24.7,0.0,59.9,5.7,Partly Cloudy
2023-04-15,Mahabubnagar,34.1,18.8,26.4,0.0,78.2,9.9,Rainy
2023-04-15,Nalgonda,32.0,21.3,26.7,19.7,64.0,2.9,Rainy
2023-04-15,Medak,40.2,17.7,28.9,0.0,63.7,5.3,Rainy
2023-04-15,Siddipet,37.2,23.7,30.5,60.9,59.6,9.3,Sunny
2023-04-16,Hyderabad,35.8,16.5,26.2,86.0,81.5,13.5,Cloudy
2023-04-16,Warangal,33.9,23.9,28.9,0.0,69.9,12.2,Sunny
2023-04-16,Nizamabad,28.2,16.6,22.4,0.0,81.2,3.6,Partly Cloudy
2023-04-16,Karimnagar,31.9,26.8,29.4,0.0,54.2,11.2,Cloudy
2023-04-16,Khammam,31.8,18.6,25.2,0.0,45.7,7.9,Cloudy
2023-04-16,Adilabad,41.2,16.9,29.0,8.8,71.8,4.8,Rainy
2023-04-16,Mahabubnagar,30.2,22.6,26.4,0.0,59.4,4.6,Sunny
2023-04-16,Nalgonda,41.9,24.5,33.2,0.0,58.7,2.5,Cloudy
2023-04-16,Medak,29.2,15.4,22.3,0.0,73.3,11.6,Partly Cloudy
2023-04-16,Siddipet,41.8,19.7,30.7,0.0,64.4,12.8,Rainy
2023-04-17,Hyderabad,34.6,16.9,25.7,0.0,51.3,2.5,Partly Cloudy
2023-04-17,Warangal,31.1,23.4,27.2,0.0,86.4,8.8,Partly Cloudy
2023-04-17,Nizamabad,33.9,18.1,26.0,0.0,72.5,11.8,Rainy
2023-04-17,Karimnagar,36.0,18.5,27.3,0.0,44.9,2.9,Rainy
2023-04-17,Khammam,29.2,17.8,23.5,0.0,80.3,9.9,Partly Cloudy
2023-04-17,Adilabad,28.6,26.7,27.6,117.5,52.9,5.7,Sunny
2023-04-17,Mahabubnagar,40.0,15.7,27.9,9.9,42.1,6.3,Cloudy
2023-04-17,Nalgonda,37.6,16.0,26.8,0.0,72.6,10.9,Rainy
2023-04-17,Medak,28.6,23.0,25.8,0.0,84.1,12.2,Cloudy
2023-04-17,Siddipet,30.8,23.9,27.3,7.6,79.6,13.7,Cloudy
2023-04-18,Hyderabad,37.5,15.2,26.3,8.5,46.9,9.0,Sunny
2023-04-18,Warangal,32.5,16.9,24.7,83.6,82.4,2.1,Sunny
2023-04-18,Nizamabad,37.8,17.5,27.7,0.0,51.5,6.0,Rainy
2023-04-18,Karimnagar,35.1,23.8,29.5,9.1,74.3,5.5,Rainy
2023-04-18,Khammam,35.3,27.2,31.2,0.0,61.5,9.2,Sunny
2023-04-18,Adilabad,32.2,25.5,28.9,0.0,61.0,12.5,Partly Cloudy
2023-04-18,Mahabubnagar,33.5,24.2,28.9,66.1,79.6,3.1,Sunny
2023-04-18,Nalgonda,38.7,26.5,32.6,0.0,71.8,7.9,Cloudy
2023-04-18,Medak,41.3,21.2,31.2,0.0,48.9,3.9,Partly Cloudy
2023-04-18,Siddipet,30.2,21.7,26.0,0.0,47.2,12.9,Sunny
2023-04-19,Hyderabad,38.7,25.1,31.9,0.0,86.0,3.4,Cloudy
2023-04-19,Warangal,40.7,26.5,33.6,0.0,70.3,5.5,Sunny
2023-04-19,Nizamabad,32.6,19.9,26.3,0.0,72.0,4.1,Cloudy
2023-04-19,Karimnagar,32.8,26.8,29.8,0.0,55.4,8.9,Sunny
2023-04-19,Khammam,33.8,24.6,29.2,26.6,65.3,11.4,Sunny
2023-04-19,Adilabad,31.9,19.5,25.7,0.0,74.4,6.2,Sunny
2023-04-19,Mahabubnagar,36.4,26.8,31.6,0.0,65.0,2.9,Rainy
2023-04-19,Nalgonda,36.9,16.5,26.7,0.0,56.7,7.5,Partly Cloudy
2023-04-19,Medak,33.6,18.1,25.9,0.0,80.6,4.0,Cloudy
2023-04-19,Siddipet,31.7,21.8,26.7,70.4,64.2,6.4,Cloudy
2023-04-20,Hyderabad,33.0,18.2,25.6,46.0,86.7,9.1,Partly Cloudy
2023-04-20,Warangal,41.0,20.0,30.5,0.0,62.2,2.7,Sunny
2023-04-20,Nizamabad,40.6,23.0,31.8,5.7,47.5,5.1,Partly Cloudy
2023-04-20,Karimnagar,32.5,20.6,26.6,0.0,85.7,2.1,Partly Cloudy
2023-04-20,Khammam,35.7,18.3,27.0,0.0,85.8,6.1,Rainy
2023-04-20,Adilabad,30.4,23.5,26.9,0.0,75.7,7.3,Cloudy
2023-04-20,Mahabubnagar,32.9,19.3,26.1,0.0,77.6,2.1,Partly Cloudy
2023-04-20,Nalgonda,30.4,17.8,24.1,0.0,54.2,11.6,Sunny
2023-04-20,Medak,34.8,24.8,29.8,0.0,76.5,12.5,Cloudy
2023-04-20,Siddipet,35.1,16.7,25.9,0.0,76.4,6.5,Rainy
2023-04-21,Hyderabad,37.8,18.9,28.3,34.2,40.5,7.3,Sunny
2023-04-21,Warangal,38.4,21.4,29.9,0.0,81.2,7.1,Cloudy
2023-04-21,Nizamabad,41.6,23.0,32.3,0.0,66.4,14.6,Cloudy
2023-04-21,Karimnagar,40.2,28.0,34.1,0.0,80.9,3.9,Partly Cloudy
2023-04-21,Khammam,39.5,16.1,27.8,0.0,78.9,8.8,Sunny
2023-04-21,Adilabad,31.6,21.1,26.3,0.0,67.5,3.7,Rainy
2023-04-21,Mahabubnagar,32.6,17.7,25.1,0.0,50.1,12.3,Sunny
2023-04-21,Nalgonda,31.4,15.5,23.4,0.0,45.0,10.7,Partly Cloudy
2023-04-21,Medak,37.4,25.1,31.2,0.0,58.7,6.4,Partly Cloudy
2023-04-21,Siddipet,31.8,23.8,27.8,39.5,58.8,2.4,Cloudy
2023-04-22,Hyderabad,41.5,15.4,28.5,83.3,76.3,7.8,Cloudy
2023-04-22,Warangal,38.7,21.2,29.9,0.0,41.2,4.9,Sunny
2023-04-22,Nizamabad,34.8,15.2,25.0,67.4,76.4,5.4,Cloudy
2023-04-22,Karimnagar,33.6,19.4,26.5,0.0,51.3,10.9,Rainy
2023-04-22,Khammam,35.8,20.6,28.2,62.9,85.7,8.9,Rainy
2023-04-22,Adilabad,39.3,25.1,32.2,0.0,86.1,5.5,Sunny
2023-04-22,Mahabubnagar,32.2,26.7,29.4,0.0,76.9,13.7,Sunny
2023-04-22,Nalgonda,30.1,18.6,24.3,0.0,71.4,14.5,Rainy
